-0.1,0.28,0.75
-0.1,0.295,0
-0.6,0.295,0
-0.1,0.28,0.75
-0.6,0.295,0
-0.6,0.28,0.75
-0.1,0.28,0.75
-0.1,0.295,0.75
-0.6,0.295,0.75
-0.1,0.28,0.75
-0.6,0.295,0.75
-0.6,0.28,0.75
-0.1,0.28,0.75
-0.1,0.295,0
-0.1,0.31,0
-0.1,0.28,0.75
-0.1,0.31,0
-0.1,0.295,0.75
-0.1,0.295,0
-0.1,0.31,0
-0.6,0.31,0
-0.1,0.295,0
-0.6,0.31,0
-0.6,0.295,0
-0.6,0.28,0.75
-0.6,0.295,0
-0.6,0.31,0
-0.6,0.28,0.75
-0.6,0.31,0
-0.6,0.295,0.75
-0.1,0.295,0.75
-0.1,0.31,0
-0.6,0.31,0
-0.1,0.295,0.75
-0.6,0.31,0
-0.6,0.295,0.75
-0.1,0.295,0
-0.1,0.28,-0.75
-0.6,0.28,-0.75
-0.1,0.295,0
-0.6,0.28,-0.75
-0.6,0.295,0
-0.1,0.295,0
-0.1,0.31,0
-0.6,0.31,0
-0.1,0.295,0
-0.6,0.31,0
-0.6,0.295,0
-0.1,0.295,0
-0.1,0.28,-0.75
-0.1,0.295,-0.75
-0.1,0.295,0
-0.1,0.295,-0.75
-0.1,0.31,0
-0.1,0.28,-0.75
-0.1,0.295,-0.75
-0.6,0.295,-0.75
-0.1,0.28,-0.75
-0.6,0.295,-0.75
-0.6,0.28,-0.75
-0.6,0.295,0
-0.6,0.28,-0.75
-0.6,0.295,-0.75
-0.6,0.295,0
-0.6,0.295,-0.75
-0.6,0.31,0
-0.1,0.31,0
-0.1,0.295,-0.75
-0.6,0.295,-0.75
-0.1,0.31,0
-0.6,0.295,-0.75
-0.6,0.31,0
-0.2,-0.14,0.75
-0.2,-0.165,0
-0.5,-0.165,0
-0.2,-0.14,0.75
-0.5,-0.165,0
-0.5,-0.14,0.75
-0.2,-0.125,0.75
-0.2,-0.14,0.75
-0.5,-0.14,0.75
-0.2,-0.125,0.75
-0.5,-0.14,0.75
-0.5,-0.125,0.75
-0.2,-0.125,0.75
-0.2,-0.14,0
-0.2,-0.165,0
-0.2,-0.125,0.75
-0.2,-0.165,0
-0.2,-0.14,0.75
-0.2,-0.14,0
-0.2,-0.165,0
-0.5,-0.165,0
-0.2,-0.14,0
-0.5,-0.165,0
-0.5,-0.14,0
-0.5,-0.125,0.75
-0.5,-0.14,0
-0.5,-0.165,0
-0.5,-0.125,0.75
-0.5,-0.165,0
-0.5,-0.14,0.75
-0.2,-0.125,0.75
-0.2,-0.14,0
-0.5,-0.14,0
-0.2,-0.125,0.75
-0.5,-0.14,0
-0.5,-0.125,0.75
-0.2,-0.14,-0.75
-0.2,-0.165,0
-0.5,-0.165,0
-0.2,-0.14,-0.75
-0.5,-0.165,0
-0.5,-0.14,-0.75
-0.2,-0.125,-0.75
-0.2,-0.14,-0.75
-0.5,-0.14,-0.75
-0.2,-0.125,-0.75
-0.5,-0.14,-0.75
-0.5,-0.125,-0.75
-0.2,-0.125,-0.75
-0.2,-0.14,0
-0.2,-0.165,0
-0.2,-0.125,-0.75
-0.2,-0.165,0
-0.2,-0.14,-0.75
-0.2,-0.14,0
-0.2,-0.165,0
-0.5,-0.165,0
-0.2,-0.14,0
-0.5,-0.165,0
-0.5,-0.14,0
-0.5,-0.125,-0.75
-0.5,-0.14,0
-0.5,-0.165,0
-0.5,-0.125,-0.75
-0.5,-0.165,0
-0.5,-0.14,-0.75
-0.2,-0.125,-0.75
-0.2,-0.14,0
-0.5,-0.14,0
-0.2,-0.125,-0.75
-0.5,-0.14,0
-0.5,-0.125,-0.75



-0.8,-0.08,-0.08
-0.8,-0.1,-0.04
-0.35,-0.2,-0.08
-0.8,-0.08,-0.08
-0.35,-0.2,-0.08
-0.35,-0.16,-0.16
-0.8,-0.1,-0.04
-0.8,-0.1,0.04
-0.35,-0.2,0.08
-0.8,-0.1,-0.04
-0.35,-0.2,0.08
-0.35,-0.2,-0.08
-0.8,-0.1,0.04
-0.8,-0.08,0.08
-0.35,-0.16,0.16
-0.8,-0.1,0.04
-0.35,-0.16,0.16
-0.35,-0.2,0.08
-0.8,-0.08,0.08
-0.8,-0.04,0.1
-0.35,-0.08,0.2
-0.8,-0.08,0.08
-0.35,-0.08,0.2
-0.35,-0.16,0.16
-0.8,-0.04,0.1
-0.8,0.04,0.1
-0.35,0.08,0.2
-0.8,-0.04,0.1
-0.35,0.08,0.2
-0.35,-0.08,0.2
-0.8,0.04,0.1
-0.8,0.08,0.08
-0.35,0.16,0.16
-0.8,0.04,0.1
-0.35,0.16,0.16
-0.35,0.08,0.2
-0.8,-0.08,-0.08
-0.8,-0.04,-0.1
-0.35,-0.08,-0.2
-0.8,-0.08,-0.08
-0.35,-0.08,-0.2
-0.35,-0.16,-0.16
-0.8,-0.04,-0.1
-0.8,0.04,-0.1
-0.35,0.08,-0.2
-0.8,-0.04,-0.1
-0.35,0.08,-0.2
-0.35,-0.08,-0.2
-0.8,0.04,-0.1
-0.8,0.08,-0.08
-0.35,0.16,-0.16
-0.8,0.04,-0.1
-0.35,0.16,-0.16
-0.35,0.08,-0.2
-0.8,0.08,-0.08
-0.8,0.1,-0.04
-0.35,0.2,-0.08
-0.8,0.08,-0.08
-0.35,0.2,-0.08
-0.35,0.16,-0.16
-0.8,0.1,-0.04
-0.8,0.1,0.04
-0.35,0.2,0.08
-0.8,0.1,-0.04
-0.35,0.2,0.08
-0.35,0.2,-0.08
-0.8,0.1,0.04
-0.8,0.08,0.08
-0.35,0.16,0.16
-0.8,0.1,0.04
-0.35,0.16,0.16
-0.35,0.2,0.08



-0.825,0,0
-0.8,-0.04,-0.1
-0.8,-0.08,-0.08
-0.825,0,0
-0.8,-0.08,-0.08
-0.8,-0.1,-0.04
-0.825,0,0
-0.8,-0.1,-0.04
-0.8,-0.1,0.04
-0.825,0,0
-0.8,-0.1,0.04
-0.8,-0.08,0.08
-0.825,0,0
-0.8,-0.08,0.08
-0.8,-0.04,0.1
-0.825,0,0
-0.8,-0.04,0.1
-0.8,0.04,0.1
-0.825,0,0
-0.8,0.04,0.1
-0.8,0.08,0.08
-0.825,0,0
-0.8,0.08,0.08
-0.8,0.1,0.04
-0.825,0,0
-0.8,0.1,0.04
-0.8,0.1,-0.04
-0.825,0,0
-0.8,0.1,-0.04
-0.8,0.08,-0.08
-0.825,0,0
-0.8,0.08,-0.08
-0.8,0.04,-0.1
-0.825,0,0
-0.8,0.04,-0.1
-0.8,-0.04,-0.1



0.5,-0.06,-0.06
0.5,-0.06,0.06
0.5,0.06,0.06
0.5,-0.06,-0.06
0.5,0.06,0.06
0.5,0.06,-0.06
0.5,-0.06,-0.06
0.5,-0.06,-0.06
-0.35,-0.2,-0.08
0.5,-0.06,-0.06
-0.35,-0.2,-0.08
-0.35,-0.16,-0.16
0.5,-0.06,-0.06
0.5,-0.06,0.06
-0.35,-0.2,0.08
0.5,-0.06,-0.06
-0.35,-0.2,0.08
-0.35,-0.2,-0.08
0.5,-0.06,0.06
-0.35,-0.16,0.16
-0.35,-0.2,0.08
0.5,-0.06,0.06
-0.35,-0.08,0.2
-0.35,-0.16,0.16
0.5,-0.06,0.06
0.5,0.06,0.06
-0.35,0.08,0.2
0.5,-0.06,0.06
-0.35,0.08,0.2
-0.35,-0.08,0.2
0.5,0.06,0.06
-0.35,0.16,0.16
-0.35,0.08,0.2
0.5,-0.06,-0.06
-0.35,-0.08,-0.2
-0.35,-0.16,-0.16
0.5,-0.06,-0.06
0.5,0.06,-0.06
-0.35,0.08,-0.2
0.5,-0.06,-0.06
-0.35,0.08,-0.2
-0.35,-0.08,-0.2
0.5,0.06,-0.06
-0.35,0.16,-0.16
-0.35,0.08,-0.2
0.5,0.06,-0.06
-0.35,0.2,-0.08
-0.35,0.16,-0.16
0.5,0.06,-0.06
0.5,0.06,0.06
-0.35,0.2,0.08
0.5,0.06,-0.06
-0.35,0.2,0.08
-0.35,0.2,-0.08
0.5,0.06,0.06
-0.35,0.16,0.16
-0.35,0.2,0.08



0.5,0.06,-0.06
0.5,0.06,0.06
0.45,0.275,0.06
0.5,0.06,-0.06
0.45,0.275,0.06
0.45,0.275,-0.06
0.35,0.275,0.06
0.35,0.275,-0.06
0.2,0.06,-0.06
0.35,0.275,0.06
0.2,0.06,-0.06
